name,experience,sector,feedback,jurisdiction,charges,daysofdisposal,language,cityofpractice,probonoserviceprovided,clientdemographics,total_score
Kismat Kothari,24,"Real Estate Law, Labor Law, and Tax Law",1,Supreme Court,130.8430481,96.07235113,"Kannada, Marathi and Tamil",Mumbai,yes,Individuals,20
Indranil Sarna,5,"Environmental Law, Corporate Law, and Real Estate Law",4,Specialized Court,310.1324459,89.473553,"Bengali, Bengali and Telugu",Bangalore,yes,Individuals,17.5
Kashvi Bhatnagar,3,"Media and Entertainment Law, Consumer Protection Law, and Constitutional Law",4,District Court,481.090709,77.19100637,"Malayalam, Assamese and Telugu",Kolkata,no,Individuals,10.5
Rhea Dayal,12,"Criminal Law, Human Rights Law, and Labor Law",3,High Court,276.3826701,109.3569111,"Bengali, Telugu and Urdu",Mumbai,no,Large Corporations,15
Emir Saini,8,"Consumer Protection Law, Medical Law, and Human Rights Law",1,Supreme Court,87.31156163,90.82798864,"Malayalam, Urdu and Assamese",Kolkata,yes,Small Businesses,14
Tanya Mann,22,"Intellectual Property Law, Family Law, and Civil Law",3.004576659,Specialized Court,329.0006001,89.33090202,"Malayalam, Kannada and Punjabi",Delhi,no,Large Corporations,23.5
Tarini Chana,27,"Criminal Law, Corporate Law, and Banking and Finance Law",3,Specialized Court,203.1003475,65.61761595,"Punjabi, Kannada and Punjabi",Kolkata,no,Individuals,23.5
Fateh Varty,3,"Tax Law, Criminal Law, and Media and Entertainment Law",4,Supreme Court,435.1663353,81.64831841,"Punjabi, Tamil and Gujarati",Delhi,yes,Large Corporations,18
Trisha Bhavsar,1,"Intellectual Property Law, Intellectual Property Law, and Civil Law",1,Specialized Court,245.6051667,90.48958255,"Kannada, Tamil and Hindi",Delhi,no,Small Businesses,9.5
Navya Tata,3,"Criminal Law, Environmental Law, and Media and Entertainment Law",5,Specialized Court,136.777824,107.0607165,"Assamese, Punjabi and Telugu",Mumbai,yes,Small Businesses,17.5
Saksham Dixit,5,"Intellectual Property Law, Environmental Law, and Immigration Law",2,High Court,135.9975302,95.99204059,"Urdu, Telugu and Assamese",Chennai,no,Large Corporations,11
Bhavin Kara,15,"Tax Law, Civil Law, and Real Estate Law",4,Specialized Court,395.9438813,94.65709131,"Assamese, Gujarati and Hindi",Hyderabad,yes,Individuals,21.5
Faiyaz Balay,14,"Constitutional Law, Environmental Law, and Banking and Finance Law",3,Supreme Court,169.5144192,73.09104311,"Malayalam, Urdu and Punjabi",Kolkata,no,Individuals,20
Pari Raman,3,"Environmental Law, Environmental Law, and Tax Law",1,High Court,395.2550274,72.64587904,"Marathi, Hindi and Telugu",Bangalore,no,Individuals,7
Inaaya  Kara,1,"Family Law, Family Law, and Criminal Law",2,Supreme Court,142.6492898,94.8375699,"Telugu, Marathi and Tamil",Delhi,no,Large Corporations,14
Madhav Loyal,5,"Family Law, Constitutional Law, and Tax Law",2.967963387,District Court,194.7588659,90.24561363,"Hindi, Urdu and Odia",Chennai,no,Individuals,10.5
Rhea Vyas,26,"Banking and Finance Law, Banking and Finance Law, and Tax Law",5,Supreme Court,259.4691376,82.02183375,"Malayalam, Malayalam and Telugu",Delhi,no,Large Corporations,30
Aarav Batra,23,"Media and Entertainment Law, Intellectual Property Law, and Civil Law",3,Supreme Court,474.4381324,97.51375994,"Telugu, Urdu and Punjabi",Chennai,yes,Individuals,24
Vihaan Sastry,14,"Medical Law, Banking and Finance Law, and Media and Entertainment Law",1,High Court,469.2791411,75.26513592,"Assamese, Malayalam and Punjabi",Chennai,no,Small Businesses,11
Vidur Rout,7,"Human Rights Law, Real Estate Law, and Criminal Law",4,Specialized Court,143.0923439,114.0803394,"Odia, Assamese and Odia",Bangalore,yes,Small Businesses,17.5
Nitya Sarraf,27,"Consumer Protection Law, Immigration Law, and Criminal Law",3,Supreme Court,211.1985686,108.3590452,"Tamil, Assamese and Hindi",Chennai,yes,Individuals,26
Dharmajan Lad,9,"Real Estate Law, Constitutional Law, and Immigration Law",4,High Court,117.2297248,66.42870002,"Urdu, Telugu and Urdu",Bangalore,yes,Large Corporations,15
Prerak Dey,15,"Environmental Law, Banking and Finance Law, and Human Rights Law",1,District Court,279.4932857,76.01443135,"Tamil, Urdu and Odia",Mumbai,no,Individuals,10.5
Ishaan Doshi,15,"Corporate Law, Corporate Law, and Labor Law",3,High Court,257.2621478,55.71334133,"Hindi, Assamese and Assamese",Delhi,yes,Large Corporations,17
Yuvraj  Brar,26,"Real Estate Law, Corporate Law, and Intellectual Property Law",4,High Court,455.3420731,78.26112956,"Punjabi, Punjabi and Tamil",Bangalore,no,Small Businesses,23
Rasha Divan,10,"Human Rights Law, Banking and Finance Law, and Corporate Law",3.004576659,Specialized Court,468.50242,89.33090202,"Hindi, Urdu and Malayalam",Hyderabad,no,Large Corporations,19.5
Nirvi Gade,28,"Consumer Protection Law, Medical Law, and Human Rights Law",5,Supreme Court,222.605326,83.79157587,"Marathi, Assamese and Punjabi",Delhi,no,Individuals,30
Khushi Shenoy,13,"Civil Law, Banking and Finance Law, and Corporate Law",1,District Court,271.2820744,96.91195865,"Telugu, Odia and Bengali",Hyderabad,yes,Small Businesses,8.5
Ehsaan Ravi,19,"Human Rights Law, Environmental Law, and Civil Law",3,High Court,453.3063121,67.16498523,"Malayalam, Odia and Tamil",Kolkata,no,Large Corporations,17
Armaan Singhal,7,"Environmental Law, Real Estate Law, and Intellectual Property Law",2,Supreme Court,413.0185135,101.9696288,"Kannada, Bengali and Hindi",Hyderabad,no,Large Corporations,16
Rohan Atwal,17,"Criminal Law, Criminal Law, and Labor Law",3,Supreme Court,51.64534011,81.67336158,"Assamese, Marathi and Odia",Mumbai,no,Small Businesses,22
Rohan Saini,20,"Intellectual Property Law, Labor Law, and Intellectual Property Law",5,High Court,194.0268039,90.18254523,"Assamese, Odia and Punjabi",Kolkata,yes,Individuals,23
Akarsh Batta,29,"Medical Law, Constitutional Law, and Immigration Law",4,Supreme Court,239.7984089,88.60688248,"Gujarati, Marathi and Punjabi",Kolkata,yes,Small Businesses,28
Elakshi Vohra,4,"Medical Law, Constitutional Law, and Tax Law",2,High Court,153.3723277,70.92677219,"Malayalam, Kannada and Odia",Chennai,yes,Individuals,9
Urvi Kara,5,"Media and Entertainment Law, Banking and Finance Law, and Civil Law",1,High Court,139.8072272,72.70373502,"Gujarati, Punjabi and Urdu",Hyderabad,yes,Individuals,9
Tushar Bumb,23,"Corporate Law, Tax Law, and Criminal Law",3.085416667,High Court,67.00302797,91.07675778,"Kannada, Assamese and Malayalam",Chennai,no,Large Corporations,21
Indrajit Varghese,7,"Environmental Law, Intellectual Property Law, and Consumer Protection Law",1,District Court,339.5163763,95.98488236,"Punjabi, Telugu and Odia",Hyderabad,yes,Individuals,6.5
Sumer Gokhale,13,"Tax Law, Civil Law, and Civil Law",2,High Court,168.1296307,105.7507356,"Gujarati, Telugu and Telugu",Kolkata,no,Individuals,13
Khushi Srivastava,15,"Civil Law, Intellectual Property Law, and Media and Entertainment Law",1,Specialized Court,73.55623029,94.86987353,"Punjabi, Odia and Marathi",Chennai,yes,Small Businesses,15.5
Abram Garde,11,"Tax Law, Media and Entertainment Law, and Corporate Law",1,Supreme Court,153.9406897,92.14485952,"Bengali, Malayalam and Urdu",Delhi,no,Small Businesses,16
Devansh Lata,29,"Family Law, Labor Law, and Banking and Finance Law",2,District Court,410.8612788,64.10984072,"Marathi, Punjabi and Marathi",Hyderabad,yes,Individuals,16.5
Nakul Kaur,4,"Banking and Finance Law, Corporate Law, and Labor Law",2,Supreme Court,433.1701317,85.94449955,"Malayalam, Kannada and Hindi",Hyderabad,yes,Large Corporations,14
Divij Banerjee,13,"Family Law, Banking and Finance Law, and Medical Law",1,District Court,267.3798103,89.58923519,"Urdu, Hindi and Gujarati",Chennai,yes,Small Businesses,8.5
Kanav Kuruvilla,7,"Human Rights Law, Corporate Law, and Intellectual Property Law",5,Specialized Court,237.2318017,119.296608,"Telugu, Punjabi and Tamil",Hyderabad,no,Large Corporations,19.5
Amira Ramakrishnan,27,"Real Estate Law, Corporate Law, and Labor Law",2,District Court,490.0341621,100.3043495,"Telugu, Bengali and Kannada",Kolkata,no,Small Businesses,16.5
Kanav Arya,19,"Criminal Law, Tax Law, and Human Rights Law",2.967963387,District Court,140.2540968,90.24561363,"Urdu, Telugu and Odia",Chennai,no,Small Businesses,14.5
Ritvik Agrawal,22,"Corporate Law, Corporate Law, and Medical Law",4,District Court,146.9116773,98.96306559,"Hindi, Malayalam and Tamil",Chennai,yes,Individuals,18.5
Zoya Garde,28,"Human Rights Law, Labor Law, and Immigration Law",1,Supreme Court,181.3402297,79.3304516,"Hindi, Bengali and Kannada",Bangalore,yes,Small Businesses,22
Indranil Mani,2,"Labor Law, Consumer Protection Law, and Civil Law",1,High Court,127.7407932,91.75686324,"Tamil, Telugu and Hindi",Bangalore,yes,Small Businesses,7
Piya Sabharwal,10,"Civil Law, Real Estate Law, and Human Rights Law",4,Supreme Court,220.7145192,93.54335469,"Hindi, Kannada and Hindi",Kolkata,yes,Large Corporations,22
Onkar Gill,13,"Medical Law, Human Rights Law, and Media and Entertainment Law",5,High Court,459.8754021,75.91266645,"Punjabi, Malayalam and Gujarati",Delhi,yes,Small Businesses,19
Yuvaan Kala,25,"Civil Law, Civil Law, and Banking and Finance Law",4,Supreme Court,326.9065283,84.23418935,"Kannada, Malayalam and Urdu",Hyderabad,no,Small Businesses,28
Divyansh Desai,21,"Human Rights Law, Banking and Finance Law, and Real Estate Law",2,Specialized Court,235.3759469,86.91349509,"Bengali, Assamese and Tamil",Mumbai,no,Large Corporations,19.5
Manikya Karpe,6,"Human Rights Law, Medical Law, and Medical Law",4,Specialized Court,470.4848576,114.0842975,"Urdu, Urdu and Tamil",Hyderabad,no,Individuals,17.5
Misha Bhat,28,"Environmental Law, Labor Law, and Media and Entertainment Law",1,District Court,71.80890461,58.78889212,"Punjabi, Gujarati and Odia",Mumbai,no,Individuals,14.5
Tara Lal,28,"Real Estate Law, Environmental Law, and Civil Law",3.004576659,Specialized Court,144.6242801,89.33090202,"Punjabi, Punjabi and Hindi",Kolkata,no,Small Businesses,25.5
Amira Chad,12,"Media and Entertainment Law, Consumer Protection Law, and Human Rights Law",3,District Court,304.6498723,75.94807148,"Tamil, Punjabi and Kannada",Delhi,no,Small Businesses,12.5
Romil Doctor,12,"Family Law, Civil Law, and Criminal Law",2,High Court,326.9986804,69.41881219,"Punjabi, Urdu and Bengali",Delhi,yes,Large Corporations,13
Kartik Sidhu,20,"Medical Law, Labor Law, and Civil Law",4,Specialized Court,67.80087795,107.699132,"Assamese, Hindi and Gujarati",Delhi,yes,Individuals,23.5
Darshit Sarna,11,"Banking and Finance Law, Consumer Protection Law, and Constitutional Law",1,High Court,231.3674411,100.978471,"Assamese, Malayalam and Urdu",Bangalore,yes,Individuals,11
Misha Subramaniam,26,"Real Estate Law, Corporate Law, and Immigration Law",2,Supreme Court,342.1192842,108.8177805,"Marathi, Telugu and Punjabi",Kolkata,yes,Individuals,24
Amira Doshi,23,"Intellectual Property Law, Medical Law, and Family Law",1,High Court,364.1317459,102.0105292,"Hindi, Hindi and Bengali",Mumbai,yes,Large Corporations,15
Dhruv Bahl,28,"Environmental Law, Real Estate Law, and Immigration Law",5,Supreme Court,337.1629561,120.897675,"Telugu, Assamese and Assamese",Delhi,no,Large Corporations,30
Diya Dhar,25,"Environmental Law, Banking and Finance Law, and Intellectual Property Law",3,High Court,194.253451,98.38085755,"Assamese, Punjabi and Telugu",Kolkata,no,Large Corporations,21
Trisha Ramaswamy,7,"Corporate Law, Constitutional Law, and Consumer Protection Law",5,High Court,92.08405562,87.65283936,"Marathi, Assamese and Marathi",Hyderabad,no,Small Businesses,17
Ritvik Bhandari,1,"Criminal Law, Intellectual Property Law, and Family Law",3.004576659,Specialized Court,242.2006009,89.33090202,"Bengali, Odia and Gujarati",Mumbai,no,Individuals,15.5
Mamooty Ganesh,1,"Banking and Finance Law, Immigration Law, and Banking and Finance Law",4,High Court,107.9394968,108.6520369,"Assamese, Odia and Kannada",Bangalore,no,Small Businesses,13
Nehmat Kaur,25,"Consumer Protection Law, Human Rights Law, and Intellectual Property Law",2,Specialized Court,476.4306463,78.30937012,"Bengali, Tamil and Malayalam",Chennai,yes,Small Businesses,21.5
Tanya Seshadri,27,"Constitutional Law, Real Estate Law, and Intellectual Property Law",4,Specialized Court,263.8268897,80.22167126,"Bengali, Marathi and Bengali",Mumbai,no,Large Corporations,25.5
Arnav Kapur,25,"Consumer Protection Law, Constitutional Law, and Criminal Law",3,District Court,192.7666285,85.36559978,"Malayalam, Assamese and Kannada",Hyderabad,no,Individuals,18.5
Keya Mander,20,"Human Rights Law, Criminal Law, and Banking and Finance Law",3,District Court,394.836832,58.43125802,"Hindi, Odia and Malayalam",Mumbai,no,Small Businesses,16.5
Rohan Sur,13,"Immigration Law, Banking and Finance Law, and Criminal Law",3,Supreme Court,274.0768667,92.07117613,"Punjabi, Odia and Odia",Mumbai,yes,Individuals,20
Lakshay Ray,9,"Medical Law, Labor Law, and Banking and Finance Law",1,High Court,189.5153108,61.70806944,"Bengali, Telugu and Gujarati",Chennai,yes,Small Businesses,9
Manjari Dass,3,"Media and Entertainment Law, Media and Entertainment Law, and Environmental Law",2,Supreme Court,415.3854841,90.79588969,"Urdu, Tamil and Hindi",Delhi,yes,Large Corporations,14
Zoya Sood,7,"Immigration Law, Criminal Law, and Media and Entertainment Law",4,High Court,440.218468,102.9793463,"Telugu, Telugu and Urdu",Hyderabad,yes,Small Businesses,15
Dhanuk Trivedi,6,"Environmental Law, Constitutional Law, and Tax Law",2.967963387,District Court,352.8536748,90.24561363,"Punjabi, Punjabi and Kannada",Chennai,yes,Large Corporations,10.5
Kiaan Gupta,8,"Real Estate Law, Real Estate Law, and Corporate Law",5,District Court,71.13399008,115.1567381,"Tamil, Bengali and Tamil",Mumbai,yes,Individuals,14.5
Dhanush Bassi,27,"Intellectual Property Law, Labor Law, and Banking and Finance Law",3,High Court,304.8452961,68.09248651,"Hindi, Hindi and Assamese",Hyderabad,no,Small Businesses,21
Romil Sandhu,9,"Corporate Law, Banking and Finance Law, and Tax Law",3,High Court,393.4827104,107.8689102,"Kannada, Assamese and Bengali",Bangalore,no,Small Businesses,13
Anvi Basak,5,"Labor Law, Environmental Law, and Tax Law",3,District Court,111.4263554,100.1270558,"Marathi, Punjabi and Tamil",Mumbai,no,Large Corporations,10.5
Diya Choudhry,1,"Immigration Law, Immigration Law, and Medical Law",4,District Court,152.9018381,64.25950128,"Odia, Bengali and Kannada",Bangalore,yes,Large Corporations,10.5
Eva Desai,19,"Corporate Law, Corporate Law, and Consumer Protection Law",5,Supreme Court,447.1227973,130.6619145,"Marathi, Kannada and Bengali",Kolkata,yes,Individuals,26
Veer Dhingra,10,"Environmental Law, Labor Law, and Corporate Law",1,District Court,59.05477483,89.04382072,"Bengali, Malayalam and Hindi",Bangalore,yes,Large Corporations,8.5
Aaina Sharma,12,"Criminal Law, Environmental Law, and Real Estate Law",2,High Court,388.727212,76.83773967,"Telugu, Kannada and Marathi",Mumbai,yes,Individuals,13
Vanya Dasgupta,24,"Tax Law, Banking and Finance Law, and Family Law",1,Supreme Court,263.1979816,68.89369208,"Tamil, Telugu and Marathi",Chennai,no,Small Businesses,20
Dhanuk Baral,15,"Consumer Protection Law, Banking and Finance Law, and Labor Law",3.085416667,High Court,251.0474715,91.07675778,"Assamese, Gujarati and Odia",Mumbai,no,Individuals,19
Indrans Dhillon,27,"Intellectual Property Law, Labor Law, and Tax Law",3,Specialized Court,53.19343962,88.08889691,"Punjabi, Gujarati and Telugu",Mumbai,yes,Individuals,23.5
Parinaaz Devi,22,"Medical Law, Real Estate Law, and Consumer Protection Law",2,Supreme Court,418.7292039,91.53968293,"Urdu, Bengali and Marathi",Kolkata,yes,Individuals,22
Renee Ben,24,"Family Law, Environmental Law, and Environmental Law",4,High Court,211.9212053,85.53305766,"Gujarati, Odia and Telugu",Delhi,yes,Small Businesses,21
Shlok Upadhyay,9,"Human Rights Law, Real Estate Law, and Banking and Finance Law",4,District Court,293.3445341,99.49837965,"Marathi, Telugu and Bengali",Mumbai,yes,Small Businesses,12.5
Zaina Ghose,20,"Corporate Law, Consumer Protection Law, and Civil Law",4,Specialized Court,354.7853089,84.18555251,"Gujarati, Bengali and Marathi",Kolkata,no,Large Corporations,23.5
Yakshit Brahmbhatt,17,"Media and Entertainment Law, Constitutional Law, and Civil Law",2,High Court,366.1833094,60.97553824,"Punjabi, Assamese and Kannada",Chennai,yes,Individuals,15
Keya Kari,17,"Criminal Law, Family Law, and Medical Law",2,Supreme Court,480.1910265,87.75957757,"Telugu, Telugu and Hindi",Kolkata,yes,Small Businesses,20
Faiyaz Dube,26,"Labor Law, Labor Law, and Intellectual Property Law",5,High Court,289.102979,54.4878352,"Gujarati, Bengali and Kannada",Kolkata,no,Individuals,25
Advik Rajagopalan,20,"Constitutional Law, Human Rights Law, and Medical Law",5,Specialized Court,229.8737979,95.30655946,"Marathi, Kannada and Kannada",Bangalore,yes,Individuals,25.5
Raunak Vora,12,"Consumer Protection Law, Banking and Finance Law, and Corporate Law",2.858744395,Supreme Court,479.1666319,89.76723953,"Kannada, Tamil and Telugu",Delhi,yes,Individuals,20
Neysa Soman,7,"Family Law, Intellectual Property Law, and Intellectual Property Law",2,Specialized Court,338.9496058,92.45040532,"Odia, Telugu and Punjabi",Delhi,no,Small Businesses,13.5
Advik Vaidya,2,"Medical Law, Labor Law, and Medical Law",2,High Court,184.1676603,109.7111247,"Gujarati, Tamil and Punjabi",Hyderabad,no,Individuals,9
Rati Mangal,3,"Consumer Protection Law, Constitutional Law, and Banking and Finance Law",2,District Court,106.9089104,75.76876957,"Kannada, Malayalam and Assamese",Chennai,no,Individuals,6.5
Lakshit Badal,17,"Media and Entertainment Law, Medical Law, and Consumer Protection Law",5,District Court,429.1495257,105.9188439,"Kannada, Malayalam and Assamese",Hyderabad,no,Large Corporations,18.5
Uthkarsh Sur,5,"Environmental Law, Medical Law, and Constitutional Law",4,High Court,212.9817213,83.4991565,"Bengali, Kannada and Urdu",Kolkata,no,Individuals,15
